what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1400603561401
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1400603561402
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1400603561403
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1400603561404
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1400603561405
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1400603561406
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1400603561407
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1400603561408
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1400603561408
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1400603561409
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1400603561410
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1400603561411
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1400603561413
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1400603561414
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1400603561415
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit15,2.2.2.I20100512-1900,"org.polarion.eclipse.team.svn.connector.svnkit15",1400603561416
started,bundle,UML,1.0.0,"UML",1400603561419
started,bundle,UML.edit,1.0.0,"UML.edit",1400603561466
started,bundle,UML.editor,1.0.0,"UML.editor",1400603561466
os,sysinfo,,,"win32",1400603561470
arch,sysinfo,,,"x86",1400603561470
ws,sysinfo,,,"win32",1400603561470
locale,sysinfo,,,"es_CL",1400603561470
processors,sysinfo,,,"4",1400603561470
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1400603561470
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1400603561470
java.specification.name,sysinfo,,,"Java Platform API Specification",1400603561470
java.specification.vendor,sysinfo,,,"Oracle Corporation",1400603561470
java.specification.version,sysinfo,,,"1.7",1400603561470
java.vendor,sysinfo,,,"Oracle Corporation",1400603561470
java.version,sysinfo,,,"1.7.0_51",1400603561470
java.vm.info,sysinfo,,,"mixed mode, sharing",1400603561470
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1400603561470
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1400603561470
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1400603561470
java.vm.specification.version,sysinfo,,,"1.7",1400603561470
java.vm.vendor,sysinfo,,,"Oracle Corporation",1400603561470
java.vm.version,sysinfo,,,"24.51-b03",1400603561470
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1400603562127
started,bundle,org.eclipse.m2m.qvt.oml.ui,2.1.0.v20091116-1630,"org.eclipse.m2m.qvt.oml.ui",1400603562561
started,bundle,org.eclipse.m2m.qvt.oml.project,2.1.0.v20100524-1530,"org.eclipse.m2m.qvt.oml.project",1400603562565
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1400603562853
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1400603562861
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20100512-1900,"org.eclipse.team.svn.revision.graph",1400603563011
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.4.0.v20100331-2359,"org.eclipse.gmf.runtime.diagram.core",1400603567627
started,bundle,UML.diagram,1.0.0.qualifier,"UML.diagram",1400603567644
started,bundle,org.eclipse.emf.workspace,1.4.0.v20100224-1706,"org.eclipse.emf.workspace",1400603567646
started,bundle,org.eclipse.emf.transaction,1.4.0.v20100331-1738,"org.eclipse.emf.transaction",1400603567648
started,bundle,org.eclipse.gmf.runtime.emf.core,1.4.1.v20100909-1300,"org.eclipse.gmf.runtime.emf.core",1400603567649
started,bundle,org.eclipse.emf.ecore.change,2.5.1.v20100907-1643,"org.eclipse.emf.ecore.change",1400603567658
started,bundle,org.eclipse.emf.validation,1.4.0.v20100428-2315,"org.eclipse.emf.validation",1400603567712
started,bundle,org.eclipse.emf.ecoretools.diagram.ui.outline,0.9.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram.ui.outline",1400603568579
